"species","genus","family"
"Artemisia eriantha","Artemisia","Asteraceae"
"Artemisia genipi","Artemisia","Asteraceae"
"Artemisia glacialis","Artemisia","Asteraceae"
"Artemisia insipida","Artemisia","Asteraceae"
"Artemisia maritima","Artemisia","Asteraceae"
"Artemisia molinieri","Artemisia","Asteraceae"
"Artemisia pontica","Artemisia","Asteraceae"
"Artemisia scoparia","Artemisia","Asteraceae"
"Artemisia umbelliformis","Artemisia","Asteraceae"
"Artemisia verlotiorum","Artemisia","Asteraceae"
"Artemisia vulgaris","Artemisia","Asteraceae"
"Arthrocaulon macrostachyum","Arthrocaulon","Amaranthaceae"
"Arum cylindraceum","Arum","Araceae"
"Arum italicum","Arum","Araceae"
"Arum maculatum","Arum","Araceae"
"Arum pictum","Arum","Araceae"
"Aruncus dioicus","Aruncus","Rosaceae"
"Arundinaria argenteostriata","Arundinaria","Poaceae"
"Arundinaria fortunei","Arundinaria","Poaceae"
"Arundinaria ragamowskii","Arundinaria","Poaceae"
"Arundinaria simonii","Arundinaria","Poaceae"
"Arundo donaciformis","Arundo","Poaceae"
"Arundo donax","Arundo","Poaceae"
"Arundo micrantha","Arundo","Poaceae"
"Asarina procumbens","Asarina","Plantaginaceae"
"Asarum europaeum","Asarum","Asaraceae"
"Asclepias syriaca","Asclepias","Apocynaceae"
"Asparagus acutifolius","Asparagus","Asparagaceae"
"Asparagus albus","Asparagus","Asparagaceae"
"Asparagus asparagoides","Asparagus","Asparagaceae"
"Asparagus maritimus","Asparagus","Asparagaceae"
"Asparagus officinalis","Asparagus","Asparagaceae"
"Asparagus tenuifolius","Asparagus","Asparagaceae"
"Asperugo procumbens","Asperugo","Boraginaceae"
"Asperula aristata","Asperula","Rubiaceae"
"Asperula arvensis","Asperula","Rubiaceae"
"Asperula capillacea","Asperula","Rubiaceae"
"Asperula cynanchica","Asperula","Rubiaceae"
"Asperula hexaphylla","Asperula","Rubiaceae"
"Asperula hirta","Asperula","Rubiaceae"
"Asperula laevigata","Asperula","Rubiaceae"
"Asperula occidentalis","Asperula","Rubiaceae"
"Asperula purpurea","Asperula","Rubiaceae"
"Asperula pyrenaica","Asperula","Rubiaceae"
"Asperula taurina","Asperula","Rubiaceae"
"Asperula tinctoria","Asperula","Rubiaceae"
"Asphodelus albus","Asphodelus","Asphodelaceae"
"Asphodelus ayardii","Asphodelus","Asphodelaceae"
"Asphodelus cerasiferus","Asphodelus","Asphodelaceae"
"Asphodelus fistulosus","Asphodelus","Asphodelaceae"
"Asphodelus macrocarpus","Asphodelus","Asphodelaceae"
"Asphodelus ramosus","Asphodelus","Asphodelaceae"
"Asplenium adiantum-nigrum","Asplenium","Aspleniaceae"
"Asplenium balearicum","Asplenium","Aspleniaceae"
"Asplenium ceterach","Asplenium","Aspleniaceae"
"Asplenium cuneifolium","Asplenium","Aspleniaceae"
"Asplenium fissum","Asplenium","Aspleniaceae"
"Asplenium fontanum","Asplenium","Aspleniaceae"
"Asplenium foreziense","Asplenium","Aspleniaceae"
"Asplenium jahandiezii","Asplenium","Aspleniaceae"
"Asplenium lepidum","Asplenium","Aspleniaceae"
"Asplenium marinum","Asplenium","Aspleniaceae"
"Asplenium obovatum","Asplenium","Aspleniaceae"
"Asplenium onopteris","Asplenium","Aspleniaceae"
"Asplenium petrarchae","Asplenium","Aspleniaceae"
"Asplenium ruta-muraria","Asplenium","Aspleniaceae"
"Asplenium sagittatum","Asplenium","Aspleniaceae"
"Asplenium scolopendrium","Asplenium","Aspleniaceae"
"Asplenium seelosii","Asplenium","Aspleniaceae"
"Asplenium septentrionale","Asplenium","Aspleniaceae"
"Asplenium trichomanes","Asplenium","Aspleniaceae"
"Asplenium viride","Asplenium","Aspleniaceae"
"Aster alpinus","Aster","Asteraceae"
"Aster amellus","Aster","Asteraceae"
"Asteriscus aquaticus","Asteriscus","Asteraceae"
"Aster pyrenaeus","Aster","Asteraceae"
"Aster willkommii","Aster","Asteraceae"
"Astragalus alopecuroides","Astragalus","Fabaceae"
"Astragalus alopecurus","Astragalus","Fabaceae"
"Astragalus alpinus","Astragalus","Fabaceae"
"Astragalus ankylotus","Astragalus","Fabaceae"
"Astragalus asterias","Astragalus","Fabaceae"
"Astragalus australis","Astragalus","Fabaceae"
"Astragalus austriacus","Astragalus","Fabaceae"
"Astragalus baionensis","Astragalus","Fabaceae"
"Astragalus boeticus","Astragalus","Fabaceae"
"Astragalus cicer","Astragalus","Fabaceae"
"Astragalus crenatus","Astragalus","Fabaceae"
"Astragalus danicus","Astragalus","Fabaceae"
"Astragalus depressus","Astragalus","Fabaceae"
"Astragalus echinatus","Astragalus","Fabaceae"
"Astragalus frigidus","Astragalus","Fabaceae"
"Astragalus glaux","Astragalus","Fabaceae"
"Astragalus glycyphyllos","Astragalus","Fabaceae"
"Astragalus greuteri","Astragalus","Fabaceae"
"Astragalus hamosus","Astragalus","Fabaceae"
"Astragalus hypoglottis","Astragalus","Fabaceae"
"Astragalus incanus","Astragalus","Fabaceae"
"Astragalus leontinus","Astragalus","Fabaceae"
"Astragalus monspessulanus","Astragalus","Fabaceae"
"Astragalus odoratus","Astragalus","Fabaceae"
"Astragalus onobrychis","Astragalus","Fabaceae"
"Astragalus penduliflorus","Astragalus","Fabaceae"
"Astragalus scorpioides","Astragalus","Fabaceae"
"Astragalus sempervirens","Astragalus","Fabaceae"
"Astragalus sesameus","Astragalus","Fabaceae"
"Astragalus stella","Astragalus","Fabaceae"
"Astragalus terraccianoi","Astragalus","Fabaceae"
"Astragalus tragacantha","Astragalus","Fabaceae"
"Astragalus tribuloides","Astragalus","Fabaceae"
"Astragalus vesicarius","Astragalus","Fabaceae"
"Astrantia major","Astrantia","Apiaceae"
"Astrantia minor","Astrantia","Apiaceae"
"Athamanta cretensis","Athamanta","Apiaceae"
"Athyrium distentifolium","Athyrium","Athyriaceae"
"Athyrium filix-femina","Athyrium","Athyriaceae"
"Atocion armeria","Atocion","Caryophyllaceae"
"Atocion rupestre","Atocion","Caryophyllaceae"
"Atractylis cancellata","Atractylis","Asteraceae"
"Atractylis humilis","Atractylis","Asteraceae"
"Atriplex glabriuscula","Atriplex","Amaranthaceae"
"Atriplex halimus","Atriplex","Amaranthaceae"
"Atriplex hortensis","Atriplex","Amaranthaceae"
"Atriplex laciniata","Atriplex","Amaranthaceae"
"Atriplex littoralis","Atriplex","Amaranthaceae"
"Atriplex longipes","Atriplex","Amaranthaceae"
"Atriplex micrantha","Atriplex","Amaranthaceae"
"Atriplex oblongifolia","Atriplex","Amaranthaceae"
"Atriplex patula","Atriplex","Amaranthaceae"
"Atriplex prostrata","Atriplex","Amaranthaceae"
"Atriplex rosea","Atriplex","Amaranthaceae"
"Atriplex tatarica","Atriplex","Amaranthaceae"
"Atropa bella-donna","Atropa","Solanaceae"
"Aubrieta deltoidea","Aubrieta","Brassicaceae"
"Aucuba japonica","Aucuba","Garryaceae"
"Aurinia petraea","Aurinia","Brassicaceae"
"Aurinia saxatilis","Aurinia","Brassicaceae"
"Avellinia festucoides","Avellinia","Poaceae"
"Avena barbata","Avena","Poaceae"
"Avena brevis","Avena","Poaceae"
"Avena fatua","Avena","Poaceae"
"Avena nuda","Avena","Poaceae"
"Avena sativa","Avena","Poaceae"
"Avena sterilis","Avena","Poaceae"
"Avena strigosa","Avena","Poaceae"
"Avenella flexuosa","Avenella","Poaceae"
"Avenula pubescens","Avenula","Poaceae"
"Azolla filiculoides","Azolla","Salviniaceae"
"Baccharis halimifolia","Baccharis","Asteraceae"
"Baldellia ranunculoides","Baldellia","Alismataceae"
"Baldellia repens","Baldellia","Alismataceae"
"Pseudodictamnus acetabulosus","Pseudodictamnus","Lamiaceae"
"Ballota nigra","Ballota","Lamiaceae"
"Barbarea bracteosa","Barbarea","Brassicaceae"
"Barbarea intermedia","Barbarea","Brassicaceae"
"Barbarea rupicola","Barbarea","Brassicaceae"
"Barbarea stricta","Barbarea","Brassicaceae"
"Barbarea verna","Barbarea","Brassicaceae"
"Barbarea vulgaris","Barbarea","Brassicaceae"
"Bartsia alpina","Bartsia","Orobanchaceae"
"Bellardia trixago","Bellardia","Orobanchaceae"
"Bassia hyssopifolia","Bassia","Amaranthaceae"
"Bassia laniflora","Bassia","Amaranthaceae"
"Bassia prostrata","Bassia","Amaranthaceae"
"Bassia scoparia","Bassia","Amaranthaceae"
"Bellardiochloa variegata","Bellardiochloa","Poaceae"
"Bellevalia ciliata","Bellevalia","Asparagaceae"
"Bellevalia romana","Bellevalia","Asparagaceae"
"Bellevalia trifoliata","Bellevalia","Asparagaceae"
"Bellidiastrum michelii","Bellidiastrum","Asteraceae"
"Bellis annua","Bellis","Asteraceae"
"Bellis bernardi","Bellis","Asteraceae"
"Bellis perennis","Bellis","Asteraceae"
"Bellis sylvestris","Bellis","Asteraceae"
"Bellium bellidioides","Bellium","Asteraceae"
"Bellium nivale","Bellium","Asteraceae"
"Berardia lanuginosa","Berardia","Asteraceae"
"Berberis aetnensis","Berberis","Berberidaceae"
"Berberis aquifolium","Berberis","Berberidaceae"
"Berberis thunbergii","Berberis","Berberidaceae"
"Berberis vulgaris","Berberis","Berberidaceae"
"Bergenia crassifolia","Bergenia","Saxifragaceae"
"Berteroa incana","Berteroa","Brassicaceae"
"Berula erecta","Berula","Apiaceae"
"Beta macrocarpa","Beta","Amaranthaceae"
"Beta trigyna","Beta","Amaranthaceae"
"Beta vulgaris","Beta","Amaranthaceae"
"Betonica alopecuros","Betonica","Lamiaceae"
"Betonica hirsuta","Betonica","Lamiaceae"
"Betonica officinalis","Betonica","Lamiaceae"
"Betula nana","Betula","Betulaceae"
"Betula pendula","Betula","Betulaceae"
"Betula pubescens","Betula","Betulaceae"
"Bidens aurea","Bidens","Asteraceae"
"Bidens bipinnata","Bidens","Asteraceae"
"Bidens cernua","Bidens","Asteraceae"
"Bidens connata","Bidens","Asteraceae"
"Bidens frondosa","Bidens","Asteraceae"
"Bidens pilosa","Bidens","Asteraceae"
"Bidens radiata","Bidens","Asteraceae"
"Bidens subalternans","Bidens","Asteraceae"
"Bidens tripartita","Bidens","Asteraceae"
"Bidens vulgata","Bidens","Asteraceae"
"Bifora radians","Bifora","Apiaceae"
"Bifora testiculata","Bifora","Apiaceae"
"Biscutella ambigua","Biscutella","Brassicaceae"
"Biscutella apricorum","Biscutella","Brassicaceae"
"Biscutella arvernensis","Biscutella","Brassicaceae"
"Biscutella auriculata","Biscutella","Brassicaceae"
"Biscutella brevicaulis","Biscutella","Brassicaceae"
"Biscutella cichoriifolia","Biscutella","Brassicaceae"
"Biscutella didyma","Biscutella","Brassicaceae"
"Biscutella divionensis","Biscutella","Brassicaceae"
"Biscutella flexuosa","Biscutella","Brassicaceae"
"Biscutella guillonii","Biscutella","Brassicaceae"
"Biscutella intermedia","Biscutella","Brassicaceae"
"Biscutella laevigata","Biscutella","Brassicaceae"
"Biscutella lima","Biscutella","Brassicaceae"
"Biscutella minor","Biscutella","Brassicaceae"
"Biscutella rotgesii","Biscutella","Brassicaceae"
"Biserrula epiglottis","Biserrula","Fabaceae"
"Biserrula pelecinus","Biserrula","Fabaceae"
"Bistorta officinalis","Bistorta","Polygonaceae"
"Bistorta vivipara","Bistorta","Polygonaceae"
"Bituminaria bituminosa","Bituminaria","Fabaceae"
"Blackstonia acuminata","Blackstonia","Gentianaceae"
"Blackstonia imperfoliata","Blackstonia","Gentianaceae"
"Blackstonia perfoliata","Blackstonia","Gentianaceae"
"Struthiopteris spicant","Struthiopteris","Blechnaceae"
"Blitum bonus-henricus","Blitum","Amaranthaceae"
"Blitum capitatum","Blitum","Amaranthaceae"
"Blitum virgatum","Blitum","Amaranthaceae"
"Blysmus compressus","Blysmus","Cyperaceae"
"Bolboschoenus glaucus","Bolboschoenus","Cyperaceae"
"Bolboschoenus laticarpus","Bolboschoenus","Cyperaceae"
"Bolboschoenus maritimus","Bolboschoenus","Cyperaceae"
"Bolboschoenus planiculmis","Bolboschoenus","Cyperaceae"
"Bolboschoenus yagara","Bolboschoenus","Cyperaceae"
"Bombycilaena discolor","Bombycilaena","Asteraceae"
"Bombycilaena erecta","Bombycilaena","Asteraceae"
"Borago officinalis","Borago","Boraginaceae"
"Borago pygmaea","Borago","Boraginaceae"
"Bothriochloa barbinodis","Bothriochloa","Poaceae"
"Bothriochloa ischaemum","Bothriochloa","Poaceae"
"Bothriochloa laguroides","Bothriochloa","Poaceae"
"Botrychium lanceolatum","Botrychium","Ophioglossaceae"
"Botrychium lunaria","Botrychium","Ophioglossaceae"
"Botrychium matricariifolium","Botrychium","Ophioglossaceae"
"Botrychium simplex","Botrychium","Ophioglossaceae"
"Bougainvillea glabra","Bougainvillea","Nyctaginaceae"
"Bougainvillea spectabilis","Bougainvillea","Nyctaginaceae"
"Bowlesia incana","Bowlesia","Apiaceae"
"Brachychiton populneus","Brachychiton","Malvaceae"
"Brachypodium distachyon","Brachypodium","Poaceae"
"Brachypodium phoenicoides","Brachypodium","Poaceae"
"Brachypodium pinnatum","Brachypodium","Poaceae"
"Brachypodium retusum","Brachypodium","Poaceae"
"Brachypodium rupestre","Brachypodium","Poaceae"
"Brachypodium sylvaticum","Brachypodium","Poaceae"
"Brassica barrelieri","Brassica","Brassicaceae"
"Brassica elongata","Brassica","Brassicaceae"
"Brassica fruticulosa","Brassica","Brassicaceae"
"Brassica insularis","Brassica","Brassicaceae"
"Brassica montana","Brassica","Brassicaceae"
"Brassica napus","Brassica","Brassicaceae"
"Brassica nigra","Brassica","Brassicaceae"
"Brassica oleracea","Brassica","Brassicaceae"
"Brassica procumbens","Brassica","Brassicaceae"
"Brassica rapa","Brassica","Brassicaceae"
"Brassica repanda","Brassica","Brassicaceae"
"Brassica tournefortii","Brassica","Brassicaceae"
"Brimeura amethystina","Brimeura","Asparagaceae"
"Brimeura fastigiata","Brimeura","Asparagaceae"
"Briza maxima","Briza","Poaceae"
"Briza media","Briza","Poaceae"
"Briza minor","Briza","Poaceae"
"Bromopsis benekenii","Bromopsis","Poaceae"
"Bromopsis inermis","Bromopsis","Poaceae"
"Bromopsis erecta","Bromopsis","Poaceae"
"Bromopsis pannonica","Bromopsis","Poaceae"
"Bromopsis ramosa","Bromopsis","Poaceae"
"Bromopsis riparia","Bromopsis","Poaceae"
"Bromus alopecuros","Bromus","Poaceae"
"Bromus arvensis","Bromus","Poaceae"
"Ceratochloa cathartica","Ceratochloa","Poaceae"
"Bromus commutatus","Bromus","Poaceae"
"Bromus grossus","Bromus","Poaceae"
"Bromus hordeaceus","Bromus","Poaceae"
"Bromus intermedius","Bromus","Poaceae"
"Bromus japonicus","Bromus","Poaceae"
"Bromus lanceolatus","Bromus","Poaceae"
"Bromus lepidus","Bromus","Poaceae"
"Bromus pseudothominei","Bromus","Poaceae"
"Bromus racemosus","Bromus","Poaceae"
"Bromus scoparius","Bromus","Poaceae"
"Bromus secalinus","Bromus","Poaceae"
"Ceratochloa sitchensis","Ceratochloa","Poaceae"
"Bromus squarrosus","Bromus","Poaceae"
"Broussonetia papyrifera","Broussonetia","Moraceae"
"Bryonia dioica","Bryonia","Cucurbitaceae"
"Buddleja davidii","Buddleja","Scrophulariaceae"
"Bufonia paniculata","Bufonia","Caryophyllaceae"
"Bufonia perennis","Bufonia","Caryophyllaceae"
"Bufonia tenuifolia","Bufonia","Caryophyllaceae"
"Bufonia tuberculata","Bufonia","Caryophyllaceae"
"Buglossoides arvensis","Buglossoides","Boraginaceae"
"Glandora gastonii","Glandora","Boraginaceae"
"Buglossoides incrassata","Buglossoides","Boraginaceae"
"Aegonychon purpurocaeruleum","Aegonychon","Boraginaceae"
"Bunias erucago","Bunias","Brassicaceae"
"Bunias orientalis","Bunias","Brassicaceae"
"Bunium alpinum","Bunium","Apiaceae"
"Bunium bulbocastanum","Bunium","Apiaceae"
"Bunium pachypodum","Bunium","Apiaceae"
"Buphthalmum salicifolium","Buphthalmum","Asteraceae"
"Bupleurum affine","Bupleurum","Apiaceae"
"Bupleurum alpigenum","Bupleurum","Apiaceae"
"Bupleurum angulosum","Bupleurum","Apiaceae"
"Bupleurum baldense","Bupleurum","Apiaceae"
"Bupleurum corsicum","Bupleurum","Apiaceae"
"Bupleurum falcatum","Bupleurum","Apiaceae"
"Bupleurum fruticescens","Bupleurum","Apiaceae"
"Bupleurum fruticosum","Bupleurum","Apiaceae"
"Bupleurum gerardi","Bupleurum","Apiaceae"
"Bupleurum glumaceum","Bupleurum","Apiaceae"
"Bupleurum longifolium","Bupleurum","Apiaceae"
"Bupleurum odontites","Bupleurum","Apiaceae"
"Bupleurum petraeum","Bupleurum","Apiaceae"
"Bupleurum praealtum","Bupleurum","Apiaceae"
"Bupleurum ranunculoides","Bupleurum","Apiaceae"
"Bupleurum rigidum","Bupleurum","Apiaceae"
"Bupleurum rotundifolium","Bupleurum","Apiaceae"
"Bupleurum semicompositum","Bupleurum","Apiaceae"
"Bupleurum spinosum","Bupleurum","Apiaceae"
"Bupleurum stellatum","Bupleurum","Apiaceae"
"Bupleurum subovatum","Bupleurum","Apiaceae"
"Bupleurum tenuissimum","Bupleurum","Apiaceae"
"Butomus umbellatus","Butomus","Butomaceae"
"Buxus sempervirens","Buxus","Buxaceae"
"Cabomba caroliniana","Cabomba","Cabombaceae"
"Cakile maritima","Cakile","Brassicaceae"
"Calamagrostis arundinacea","Calamagrostis","Poaceae"
"Calamagrostis canescens","Calamagrostis","Poaceae"
"Calamagrostis epigejos","Calamagrostis","Poaceae"
"Calamagrostis neglecta","Calamagrostis","Poaceae"
"Calamagrostis phragmitoides","Calamagrostis","Poaceae"
"Calamagrostis pseudophragmites","Calamagrostis","Poaceae"
"Calamagrostis varia","Calamagrostis","Poaceae"
"Calamagrostis villosa","Calamagrostis","Poaceae"
"Caldesia parnassifolia","Caldesia","Alismataceae"
"Calendula arvensis","Calendula","Asteraceae"
"Calendula officinalis","Calendula","Asteraceae"
"Calepina irregularis","Calepina","Brassicaceae"
"Calla palustris","Calla","Araceae"
"Callianthemum coriandrifolium","Callianthemum","Ranunculaceae"
"Callitriche brutia","Callitriche","Plantaginaceae"
"Callitriche cophocarpa","Callitriche","Plantaginaceae"
"Callitriche hamulata","Callitriche","Plantaginaceae"
"Callitriche lenisulca","Callitriche","Plantaginaceae"
"Callitriche obtusangula","Callitriche","Plantaginaceae"
"Callitriche palustris","Callitriche","Plantaginaceae"
"Callitriche platycarpa","Callitriche","Plantaginaceae"
"Callitriche stagnalis","Callitriche","Plantaginaceae"
"Callitriche truncata","Callitriche","Plantaginaceae"
"Calluna vulgaris","Calluna","Ericaceae"
"Caltha palustris","Caltha","Ranunculaceae"
"Camelina alyssum","Camelina","Brassicaceae"
"Camelina microcarpa","Camelina","Brassicaceae"
"Camelina sativa","Camelina","Brassicaceae"
"Campanula albicans","Campanula","Campanulaceae"
"Campanula alliariifolia","Campanula","Campanulaceae"
"Campanula alpestris","Campanula","Campanulaceae"
"Campanula barbata","Campanula","Campanulaceae"
"Campanula baumgartenii","Campanula","Campanulaceae"
"Campanula bononiensis","Campanula","Campanulaceae"
"Campanula carpatica","Campanula","Campanulaceae"
"Campanula cenisia","Campanula","Campanulaceae"
"Campanula cervicaria","Campanula","Campanulaceae"
"Campanula cochleariifolia","Campanula","Campanulaceae"
"Campanula erinus","Campanula","Campanulaceae"
"Campanula fritschii","Campanula","Campanulaceae"
"Campanula glomerata","Campanula","Campanulaceae"
"Campanula jaubertiana","Campanula","Campanulaceae"
"Campanula latifolia","Campanula","Campanulaceae"
"Campanula medium","Campanula","Campanulaceae"
"Campanula patula","Campanula","Campanulaceae"
"Campanula persicifolia","Campanula","Campanulaceae"
"Campanula portenschlagiana","Campanula","Campanulaceae"
"Campanula precatoria","Campanula","Campanulaceae"
"Campanula pyramidalis","Campanula","Campanulaceae"
"Campanula rapunculoides","Campanula","Campanulaceae"
"Campanula rapunculus","Campanula","Campanulaceae"
"Campanula rhomboidalis","Campanula","Campanulaceae"
"Campanula rotundifolia","Campanula","Campanulaceae"
"Campanula scheuchzeri","Campanula","Campanulaceae"
"Campanula speciosa","Campanula","Campanulaceae"
"Campanula spicata","Campanula","Campanulaceae"
"Campanula stenocodon","Campanula","Campanulaceae"
"Campanula thyrsoides","Campanula","Campanulaceae"
"Campanula trachelium","Campanula","Campanulaceae"
"Camphorosma monspeliaca","Camphorosma","Amaranthaceae"
"Campsis radicans","Campsis","Bignoniaceae"
"Cannabis sativa","Cannabis","Cannabaceae"
"Canna indica","Canna","Cannaceae"
"Capparis spinosa","Capparis","Capparaceae"
"Capsella bursa-pastoris","Capsella","Brassicaceae"
"Capsella rubella","Capsella","Brassicaceae"
"Caragana arborescens","Caragana","Fabaceae"
"Cardamine alpina","Cardamine","Brassicaceae"
"Cardamine amara","Cardamine","Brassicaceae"
"Cardamine asarifolia","Cardamine","Brassicaceae"
"Cardamine bulbifera","Cardamine","Brassicaceae"
"Cardamine chelidonia","Cardamine","Brassicaceae"
"Cardamine corymbosa","Cardamine","Brassicaceae"
"Cardamine crassifolia","Cardamine","Brassicaceae"
"Cardamine dentata","Cardamine","Brassicaceae"
"Cardamine flexuosa","Cardamine","Brassicaceae"
"Cardamine graeca","Cardamine","Brassicaceae"
"Cardamine heptaphylla","Cardamine","Brassicaceae"
"Cardamine hirsuta","Cardamine","Brassicaceae"
"Cardamine impatiens","Cardamine","Brassicaceae"
"Cardamine parviflora","Cardamine","Brassicaceae"
"Cardamine pentaphyllos","Cardamine","Brassicaceae"
"Cardamine plumieri","Cardamine","Brassicaceae"
"Cardamine pratensis","Cardamine","Brassicaceae"
"Cardamine raphanifolia","Cardamine","Brassicaceae"
"Cardamine resedifolia","Cardamine","Brassicaceae"
"Cardiospermum grandiflorum","Cardiospermum","Sapindaceae"
"Cardiospermum halicacabum","Cardiospermum","Sapindaceae"
"Carduus acanthoides","Carduus","Asteraceae"
"Carduus acicularis","Carduus","Asteraceae"
